VIN,BRAND,MODEL,COLOR,ENGINE,TRANSMISSION,MPG,DEALER_ID,DATE_SOLD_TO_DEALER,MANUFACTURER
1T9L8Z8F0K8I1X0U7,Subaru,Tribeca,Orange,9,uniform,13,651,2018-03-14,"Goodwin, Adams and Wilderman"
4N7B9T8M8F0V6U2M1,Mercedes-Benz,SL-Class,Violet,16,toolset,45,652,2017-07-01,"Predovic, Willms and Torphy"
4M3G5N8I0P8E7P4M4,Honda,Odyssey,Pink,7,Function-based,34,653,2017-07-01,Bartell and Sons
4Q6A1Y8I4B6N7Q6R7,Aston Martin,DBS,Aquamarine,6,superstructure,17,654,2017-09-10,Emard-Robel
2V4Y4H5F5Y6F5Q1F4,Suzuki,Forenza,Indigo,12,access,22,655,2017-12-12,Renner Group
7P2U9U4D3Y7D9I8V1,Suzuki,Cultus,Maroon,1,optimal,44,656,2017-10-19,Heaney-Schiller
8J6E5W0R6A4T7I0F9,Toyota,Paseo,Yellow,16,grid-enabled,13,657,2017-04-06,Ryan-McClure
6Y8G7X2W2S1Y0G1Y5,Ford,E350,Green,16,Proactive,10,658,2017-09-17,"Batz, Schneider and Zulauf"
1A7C2A0R6K5U8F3B4,Honda,Element,Violet,1,clear-thinking,38,659,2018-02-27,Lesch-Reichel
8T0V7E4W9H5C0I5U7,BMW,X6 M,Goldenrod,3,open system,36,660,2017-06-08,Langosh Inc
1V7R1Z5E1N4N5T0K9,Lexus,GS,Red,6,human-resource,24,661,2017-11-08,"Runolfsdottir, Monahan and Johns"
5V7J4Q1A8H8A9U9X8,Chevrolet,Tahoe,Indigo,15,database,26,662,2017-11-12,"Ullrich, Spencer and Yost"
0F3L6Y3A8C7T1L3C9,Volkswagen,Passat,Violet,13,hub,48,663,2017-07-29,Lebsack-Kub
6C2K5A6L8C3W4R1A9,Dodge,Ram 2500,Goldenrod,4,Persistent,26,664,2017-05-07,Howe Group
5L7F6E9P3F6I2T8O5,Volvo,S60,Maroon,8,Open-architected,28,665,2017-04-20,Muller LLC
1K5F0Q7L5U7Q4B4A3,Mazda,MPV,Green,8,Ameliorated,45,666,2017-05-10,Watsica-Ferry
6J7M4V0B0N5F0W8J7,Lexus,RX,Green,2,Visionary,15,667,2017-07-13,"Lesch, Stanton and Bogan"
2K4H8W2X6K7V5A3E1,Volvo,C30,Purple,6,Horizontal,22,668,2017-10-21,Cartwright-Yost
1N2B4P6B7N6O9O6X1,Chevrolet,Cavalier,Crimson,1,global,34,669,2017-07-20,"Nader, Davis and Mante"
7U9Q0C1D5B2L5S0M4,Honda,Pilot,Mauv,5,24 hour,49,670,2017-10-18,Kutch-Jones
9U1G9A1L7M0L4Y3R8,Lotus,Esprit Turbo,Crimson,7,multimedia,41,671,2017-09-01,Mills-Boyer
0A8X9A3B6Z0W0F7Y6,BMW,6 Series,Crimson,2,Configurable,50,672,2017-11-04,"Koch, Bartoletti and Kshlerin"
8E7S9L1Y2Y1C6L7P1,Mitsubishi,GTO,Orange,15,Persistent,30,673,2018-03-08,Herzog-Daniel
3V4T3B4P1F2C8R6E0,Mercury,Sable,Pink,7,Persistent,27,674,2017-10-29,Hand-Collins
7C0A0K2R7O1O5V9K9,BMW,Z4,Violet,6,maximized,41,675,2017-11-24,Wintheiser Inc
7G6Q2S4T6E6P9E7J6,Kia,Sorento,Green,10,4th generation,20,676,2017-10-30,Bednar-Huel
3O3P2H8G9P1V5E3U7,Aston Martin,V12 Vantage,Teal,14,exuding,44,677,2018-01-16,"Kshlerin, Wiza and Bartell"
6J4W1L1U9X3L3F7P2,Kia,Spectra,Violet,16,Proactive,20,678,2017-07-08,Flatley Inc
1S4Q3D3D4G5M5P6I1,Infiniti,M,Violet,11,Multi-layered,33,679,2018-01-15,Will Group
7E5E8B6Z2Q4U5F0B9,Lexus,LS,Crimson,4,approach,20,680,2017-12-23,"Lockman, VonRueden and Schowalter"
8O3H6J9J4L9G1F9I4,Dodge,Dakota,Maroon,2,national,21,681,2017-12-11,"Predovic, Denesik and Morissette"
7Z5Z5Y5W2I4J8K9C0,Land Rover,Range Rover,Pink,8,hardware,33,682,2017-10-08,Bogisich-Halvorson
8E7U1G5D9Q7U3T5P9,Hyundai,Elantra,Violet,15,client-server,10,683,2017-05-20,Sporer LLC
2W6Y6R0F9H9P7L9D9,GMC,Terrain,Violet,8,even-keeled,40,684,2017-03-27,O'Conner-Mraz
6L1W8L5S4U7N6Q8F6,Buick,LeSabre,Red,5,function,18,685,2017-11-16,Hickle-Reynolds
9M7T2Y5G8N3I5K2R7,Pontiac,Firebird,Aquamarine,16,Digitized,25,686,2017-04-11,"Mann, Bayer and Adams"
3W3I7Z0I1S9K9Y4U7,Chrysler,Imperial,Indigo,6,Extended,32,687,2017-06-03,"Bins, Aufderhar and Swaniawski"
1V3H8M0H1F0S1J8K2,Volkswagen,CC,Orange,4,system engine,18,688,2017-08-18,Gusikowski LLC
8K9M5I6B2B1U7R6Z6,Subaru,Tribeca,Goldenrod,15,Compatible,46,689,2017-10-06,Turcotte Inc
8B1Y3G7L4S7J0C3Y5,Dodge,Grand Caravan,Purple,11,flexibility,44,690,2017-04-24,Price Inc
0Y3C7M9N6E9X6V0G8,Ford,F350,Khaki,7,success,42,691,2017-04-05,"Steuber, Rolfson and Rempel"
0E8L6P8G1O3D4R2C8,Buick,Skylark,Teal,14,analyzer,26,692,2018-02-26,"Graham, Runte and Wintheiser"
2H3D2G0F6T4A7I2J9,Dodge,Stratus,Blue,6,Robust,12,693,2017-07-08,"Lowe, Erdman and Simonis"
3X0B0E3F8U6Q8Z6W7,Toyota,Camry Solara,Turquoise,9,Cloned,18,694,2018-03-05,Hodkiewicz-Nicolas
1E4X9O8J7J3W5H9Y0,Saab,9-3,Purple,7,Reduced,22,695,2017-03-25,"Schmeler, Herman and Thompson"
0D6C4F2G6D0R8T9R3,Chevrolet,HHR,Orange,2,grid-enabled,47,696,2017-05-22,Corkery-Friesen
4Q2R5S2E5P5X0M4A4,Volkswagen,Golf,Indigo,6,encompassing,13,697,2018-03-01,Morissette LLC
3O1B3T5P8T1X0V1T8,Lexus,IS-F,Green,5,Optional,46,698,2018-01-08,"Reichert, Upton and Lehner"
5I3G7P1P3A1U8F9B0,Audi,RS6,Turquoise,7,Organized,21,699,2017-12-06,"Bergstrom, McClure and Grant"
8S9C2V6D4I3G5J7N6,Nissan,Armada,Khaki,8,empowering,29,700,2017-07-31,"Sawayn, Altenwerth and Langosh"
7P0K2Z4R1R8W1D0T7,Toyota,Avalon,Maroon,13,collaboration,35,701,2018-03-04,Treutel and Sons
7S2Z2P1D2Y0H4F0W6,Volkswagen,Touareg,Green,14,tangible,17,702,2018-01-03,Mills Inc
1S1H8W0L8S9Y1T5X2,Jeep,Patriot,Indigo,12,encompassing,15,703,2017-12-28,Huel-Kunde
5X1Z9C2C8N5C2P4O9,Lotus,Elise,Violet,3,Operative,35,704,2018-03-09,Hammes Group
1M4T0S9K1Z0Y0P3K2,Saab,9000,Goldenrod,7,motivating,32,705,2017-10-30,Willms-Bogan
2G8Z5R7V7R5J1G1G0,Hyundai,Santa Fe,Yellow,9,human-resource,46,706,2018-01-05,Carter LLC
3M5D0E1G6T9F9W4B3,Mercury,Mountaineer,Red,10,flexibility,27,707,2017-08-14,"Stoltenberg, Bergnaum and Towne"
9D4A3B5Z0E2O1X6K6,Chevrolet,Suburban 2500,Aquamarine,15,application,19,708,2017-12-24,"Zboncak, Romaguera and Bode"
0G9Q1V3F0S7L1N2S8,Spyker,C8,Khaki,12,asynchronous,13,709,2017-09-19,"Larkin, Sauer and Farrell"
8C1K4V4V8P4Y6A5X0,Saab,9-3,Indigo,16,policy,37,710,2017-11-15,Homenick LLC
4F8I6I9E1Q5Q2A0J3,Mitsubishi,Pajero,Goldenrod,4,Secured,20,711,2017-05-31,Jakubowski-Quigley
4M2E1N8P7C1W1M4T7,Dodge,Ram Van 3500,Maroon,4,Progressive,10,712,2017-11-21,Wuckert Inc
2L6K3R8X8T8O9T6N2,Volkswagen,Golf,Red,3,initiative,43,713,2017-04-24,Walker Inc
4U8S7M9O9Y4N4T3C7,Ford,F-Series Super Duty,Mauv,7,Sharable,25,714,2018-01-16,Trantow Group
9E9Z3J1X1P3H4C3W7,Audi,90,Orange,7,frame,24,715,2017-06-04,Batz-Parker
4E4H6Z5E7T7P4H2X5,Subaru,Forester,Turquoise,15,global,49,716,2017-08-14,"McDermott, Smitham and Torphy"
0O5V8K1M7F4Y0L8B6,Chrysler,300,Goldenrod,5,encoding,28,717,2017-11-10,"Stoltenberg, Cummings and Kemmer"
8Q8O1R1G2G6Y3C1J3,Mercury,Topaz,Blue,6,orchestration,23,718,2018-03-09,Metz LLC
7Z3L5L3O3A0F6F9N2,Mitsubishi,Galant,Red,3,bottom-line,18,719,2017-07-26,MacGyver-Hodkiewicz
8F0J0V7I9H7U5H1K5,GMC,Yukon,Maroon,14,dedicated,38,720,2017-05-27,Funk Group
8O2L4V0L9Q8N9B1B8,Maybach,62,Red,9,full-range,22,721,2017-12-05,Roberts-Bednar
3H4K4X9B4M5B6Z8M5,Mitsubishi,Galant,Aquamarine,11,mobile,27,722,2018-01-10,Kuhn-Mante
4A9C2T2X7Q6O9D8P0,Dodge,Magnum,Teal,6,core,49,723,2017-08-25,Frami Inc
5Y8T1M9C3C0A0S9N6,Toyota,Tundra,Maroon,11,cohesive,43,724,2017-10-11,"Vandervort, Kovacek and Welch"
6J1A5Z9Z7K8K5Y5Y5,Audi,Quattro,Orange,15,logistical,30,725,2017-10-21,Prosacco-Connelly
4A1D8U5S8K4W7Z8G3,Audi,90,Red,9,Intuitive,27,726,2017-10-27,"Welch, Douglas and Schmeler"
3B5D7J7P0Y9E4X8T3,Lincoln,Town Car,Purple,13,Face to face,20,727,2017-04-05,"Cormier, Lockman and White"
1E2W3W2K7G9Z0P1I9,Dodge,Grand Caravan,Purple,2,multi-tasking,28,728,2018-01-15,Nitzsche-Ebert
8I6Z5D3T3U8H9X8H0,Ford,F-350 Super Duty,Yellow,12,Managed,11,729,2017-09-18,Hudson LLC
6H7M7U8U4V7K7Y1D0,Volkswagen,Eos,Aquamarine,16,analyzer,21,730,2017-11-24,Dibbert-Hintz
6A1Q2J4A8G3U9Z9M8,Mazda,RX-8,Orange,4,tangible,28,731,2017-12-07,McClure-Willms
6Z6S6L5H3T9I4D9N9,Infiniti,G35,Purple,16,national,11,732,2017-05-26,Cummerata-Hirthe
9V0L8Q9U8G6V7Y8U0,Toyota,Previa,Red,2,Realigned,16,733,2017-07-06,Langosh-Hintz
7G5O8T7A1I6Q2Y7S2,Austin,Mini Cooper,Indigo,9,framework,46,734,2017-10-26,Rolfson Inc
6F5W4N5R8P3X7V3U7,Honda,Odyssey,Fuscia,14,Reduced,23,735,2017-06-27,Lehner-Gibson
5K2B9W1D5B9N5F9P9,Dodge,Viper,Teal,4,object-oriented,46,736,2018-02-07,Littel Inc
6C4F1A5Y5O4K9F1E5,Chrysler,300,Teal,10,product,17,737,2017-12-06,Kulas Inc
6R8T6S1V1A4R0Q0Q8,Ford,Fusion,Blue,13,Expanded,49,738,2017-10-13,Frami-Satterfield
3E3L0I1W9V5Y6J7C8,BMW,Z3,Goldenrod,10,incremental,13,739,2017-04-21,Oberbrunner Inc
8L8L9A5N9S9Q0C8Q8,Buick,Century,Crimson,5,array,30,740,2017-07-01,Dietrich-Champlin
9G1Y5B1C8R1D0Q7C3,Ford,Explorer,Maroon,15,encryption,27,741,2017-07-18,Reynolds LLC
4D3T6F8P4J7B9X8N5,Mazda,MX-6,Green,16,extranet,19,742,2017-06-12,Leannon Inc
1H4K7Q8V0N5J1L7B3,Hyundai,Tucson,Yellow,11,stable,34,743,2017-05-19,Strosin-Koch
8B8S7I7L2D1C6X9W7,Toyota,Avalon,Green,9,database,25,744,2017-09-09,"Lueilwitz, Bogisich and Green"
4T5T4E8P3Q6Q3N0Z3,Chevrolet,Tahoe,Green,16,array,39,745,2018-01-13,"Mayer, Maggio and Powlowski"
0U0L4D4E6T0S5E5E8,Mercedes-Benz,S-Class,Maroon,8,access,10,746,2018-02-01,Kutch-Robel
7J6H2N4A1H5E8L9I0,Acura,RDX,Orange,12,middleware,14,747,2018-02-08,Jerde-O'Kon
2O9P7J1M2I5Z2B9J2,BMW,X5,Orange,15,static,28,748,2018-02-06,Stiedemann Group
2B2W0I5P5Q1D3L8S0,Volvo,940,Violet,15,Re-contextualized,15,749,2017-10-25,"Marquardt, Kreiger and Medhurst"
7T4M7H6Z8D7G9X4Q6,Pontiac,Grand Prix,Mauv,11,User-centric,40,750,2017-04-05,Beer-West
3T0H1S0V0U9R7J9B1,Chevrolet,Cobalt,Pink,6,Multi-lateral,25,751,2017-06-15,Lehner-Pfeffer
8H2I2A9W3X5L9W9Y5,Volkswagen,CC,Aquamarine,14,background,33,752,2017-11-28,Ondricka and Sons
5P4P9Q7I3O7X0Q7S5,Ford,Crown Victoria,Orange,1,actuating,45,753,2017-03-28,Kreiger and Sons
6J6H4F9E3J2M9G8O7,Cadillac,DeVille,Fuscia,6,impactful,17,754,2017-04-06,"Turner, Cassin and Fay"
8D1Y0D8P9I9Y1W2W0,Audi,R8,Puce,2,dedicated,34,755,2018-01-25,Boyer-Volkman
4U9C0P8W1T2U7M4M8,Cadillac,SRX,Puce,6,empowering,11,756,2017-07-16,Wyman-Corkery
6D6J4V1M5F5D3Z9Q9,Buick,Roadmaster,Yellow,12,analyzing,18,757,2017-04-22,Sauer Group
6S1T4Y0Z0M9L9Y9C9,Infiniti,I,Goldenrod,13,Focused,29,758,2018-01-15,"Rempel, Braun and Schuppe"
2G7E3N4C8Y8S4C1P2,Lamborghini,Countach,Orange,13,Visionary,32,759,2017-09-21,Daugherty LLC
0D1E8G8X9C4H6M4M5,Mercedes-Benz,C-Class,Teal,15,optimizing,28,760,2018-03-12,"Fay, Bogisich and Quitzon"
6P3T2Y2S7F2R4H8G0,Chevrolet,Avalanche 1500,Goldenrod,16,reciprocal,32,761,2017-12-23,Carroll-Stehr
1T9W7C9J7V2L2R9T7,Pontiac,Grand Am,Mauv,4,motivating,43,762,2017-10-21,"Gerhold, Grant and Reichel"
8X4N5O6P9A0B3V2N2,Bentley,Continental GTC,Orange,13,Open-architected,38,763,2017-09-28,Kshlerin-Schumm
2K2D7Q7T2O6N6M3R7,Buick,Century,Aquamarine,12,client-driven,28,764,2017-05-23,Hegmann Inc
7W5S8S8R8R1D4H2X7,Subaru,SVX,Purple,6,Quality-focused,17,765,2018-02-01,Lubowitz Inc
8J1N2O1I4F5O0H4R7,Toyota,Avalon,Mauv,1,alliance,30,766,2017-06-28,Gislason Group
9Q2A7T1Y8T4A2Y1J2,Plymouth,Neon,Khaki,7,composite,23,767,2017-08-24,Wyman LLC
5P0D8E4Z4G5H5U4I8,Suzuki,Aerio,Goldenrod,1,Organic,14,768,2017-03-30,"Fay, Cummings and West"
3L1Q5T4I7E2Y9R6I8,Hummer,H2,Orange,2,data-warehouse,37,769,2017-07-06,Greenholt Group
9H4Z6P4I1D7Y2K6L6,Mercury,Cougar,Indigo,4,installation,38,770,2017-07-13,Lehner-Turner
5D2C7H2R1G5Z4Y3F7,GMC,3500 Club Coupe,Khaki,6,product,23,771,2017-07-01,"Weissnat, Conroy and Boehm"
3H0N0A6R2K6U6G8Q6,Ford,Freestar,Aquamarine,12,encryption,10,772,2017-04-02,"Wisoky, Adams and Kuhic"
8Q0E8P6M3T1C8K4V6,Mazda,Tribute,Crimson,14,User-friendly,23,773,2017-12-21,Reichert-Howell
8A1H4K8Q1S3I8N0U9,Jeep,Grand Cherokee,Aquamarine,15,didactic,13,774,2017-07-01,Christiansen Group
6S9I8R4K4I9E0G0X2,Cadillac,Fleetwood,Fuscia,14,grid-enabled,32,775,2017-04-24,"Jacobs, Gorczany and Eichmann"
9X0X6A4O6G5A1E0E3,Toyota,4Runner,Khaki,4,access,21,776,2017-12-22,"Wiza, Lakin and Reinger"
1D8R3A9N7Q0C5S6K9,Toyota,Land Cruiser,Green,5,neural-net,18,777,2017-06-13,Erdman-Wiegand
8O5Y4F6F1M9X6S9O3,Toyota,Echo,Green,14,real-time,41,778,2017-12-30,"Cronin, Stracke and Lowe"
3D2G6F7O0X3C4V1B6,Ford,F-Series,Khaki,7,encryption,50,779,2017-09-17,"Farrell, Jast and Pagac"
1M8L7M5J7O9Q3S3N6,Mazda,MPV,Blue,3,Balanced,28,780,2017-10-22,Greenfelder-Medhurst
2U2Q4P8J8Z5F9W6F3,BMW,M3,Turquoise,14,heuristic,18,781,2017-04-23,"Davis, Howe and West"
3V6L6J0V7S6U7S4C9,Porsche,944,Yellow,6,core,40,782,2017-09-25,Huel and Sons
4W7T1V4X4J3J8C9P8,Mazda,MX-3,Khaki,7,forecast,46,783,2017-11-05,Klein Inc
0H3T5A2H2Y4L5O7R3,Lexus,ES,Yellow,5,system-worthy,38,784,2017-11-10,Hilll LLC
6B8M2X5V0S0P1Z4T1,Cadillac,Seville,Fuscia,3,interactive,43,785,2017-07-05,"Abshire, Upton and Ankunding"
3J8U1P5Q5B4N0A8K1,Nissan,370Z,Turquoise,7,orchestration,19,786,2017-08-17,Hoeger Group
5B4O2J4G6M9Y9J8P3,Ford,F-Series,Maroon,7,eco-centric,25,787,2017-05-12,Ebert and Sons
3Z7Q4V4Q5G5J0U8Z0,Ford,E-Series,Pink,10,Reactive,26,788,2017-12-15,Carroll Group
2L2K9L9G1M7E3C3Y6,Chevrolet,Blazer,Orange,10,homogeneous,36,789,2017-08-09,"Champlin, Pagac and Botsford"
9P8W5A3M7K4Q5S6M8,Nissan,Pathfinder,Purple,16,Ameliorated,24,790,2017-09-08,Murray-Quigley
6Z3X6Q7G3X6Y7J3U0,Dodge,Omni,Mauv,10,motivating,44,791,2017-06-04,"Harvey, Ebert and Torphy"
3K2W5I6G4I6U8G0K7,Toyota,Highlander,Maroon,8,focus group,30,792,2017-11-10,Frami-Cassin
8H9V5Q7K2B8A0B8C5,Plymouth,Acclaim,Orange,12,Object-based,46,793,2017-11-29,"Wintheiser, Will and Rowe"
6L6O9Q0Q3F9V2V3D4,Mercedes-Benz,300SD,Khaki,11,task-force,44,794,2017-08-07,Von Group
9W6B7N2N3H5X4S9R0,Chrysler,New Yorker,Goldenrod,6,Grass-roots,17,795,2017-06-18,"Heathcote, Gutmann and Hand"
6H4E7L5V1F2B6W7H0,Infiniti,Q,Khaki,1,value-added,17,796,2018-02-11,Rohan LLC
8N7T5J1R8G5B3Q6L5,GMC,Rally Wagon 2500,Blue,16,Decentralized,17,797,2018-01-20,"Farrell, Daniel and Paucek"
6S3T5W0C8M4U1Y4N8,Mitsubishi,Mirage,Pink,14,strategy,15,798,2018-03-15,Spencer-Langworth
1T3W6R2C0B5E0R8P9,Nissan,Sentra,Khaki,5,motivating,30,799,2018-03-07,"Jerde, Mayer and Schmeler"
2R7X0Z4L5N3M4G4N0,Ford,Focus,Fuscia,10,zero defect,12,800,2017-10-03,"Goldner, DuBuque and Herzog"
3M1H4S7A0Q9J8H3Z0,Cadillac,Escalade ESV,Red,2,demand-driven,20,801,2017-12-20,Cronin-Beahan
0B3B4Q5F5S3M9O5A8,Mercedes-Benz,SLK-Class,Fuscia,11,Upgradable,37,802,2017-04-21,Fay-Cruickshank
0O7C2O7N6H6M8R1P3,Ferrari,California,Aquamarine,5,bi-directional,24,803,2018-02-11,Jakubowski-Hansen
2H8T6W5S5H7T3Y4K3,Infiniti,G,Teal,16,24 hour,50,804,2018-03-15,Bogisich Inc
9T1T3U3Z8H6R3V7R6,Saturn,S-Series,Indigo,7,Sharable,35,805,2017-08-30,Prohaska-Jacobi
7D6Y8Z0A8G0I7L5S5,Volkswagen,Golf,Pink,2,Up-sized,44,806,2017-06-01,"Wilderman, Schulist and Turner"
0K4R1R8G0Z8Q3D7P0,Ford,GT,Puce,11,modular,49,807,2018-01-04,Rolfson-Jacobi
1F1G7D4T0D5A7Z4J0,Suzuki,Grand Vitara,Goldenrod,9,Fully-configurable,44,808,2017-03-29,"West, Pacocha and Franecki"
1U5E3R6A0P2F9Q4F9,Volvo,V50,Pink,12,24 hour,42,809,2017-09-05,Luettgen LLC
7Q1M6C9Q9T2Z7D6X0,Mitsubishi,Space,Goldenrod,12,Extended,22,810,2017-06-27,Waelchi-Bode
4D6J2Q5H9L4H2T7I9,Infiniti,Q,Pink,10,intranet,27,811,2017-05-09,"Pfannerstill, Kunde and Mayert"
4K7M3I1J4P9J8C2V9,GMC,Suburban 2500,Crimson,3,groupware,28,812,2018-03-01,"Klocko, Paucek and Marquardt"
1C9I2V2V9M4G1M6Z2,GMC,Safari,Indigo,8,array,34,813,2017-11-14,Vandervort-Nader
2V7Z2M3I6X8B5U5I1,Infiniti,M,Green,15,system engine,11,814,2017-07-11,Kihn-Schamberger
0Z3T0B6P9X9Y5C4Y4,Chevrolet,Express 2500,Turquoise,13,Public-key,32,815,2017-07-13,Rippin-Metz
8V3S8L8G4A0D3P1L8,Infiniti,JX,Maroon,15,Centralized,19,816,2018-03-14,"Hettinger, Nienow and Swaniawski"
2P2M8U2U6N5L8E9Z8,Volvo,C30,Maroon,3,strategy,41,817,2018-01-24,"Halvorson, Ferry and Hane"
0T9G1D8G2V1H7J3H8,Buick,Century,Aquamarine,1,orchestration,43,818,2018-01-28,"Bergnaum, DuBuque and Olson"
6T1T5X0V6E6X3Z2X2,Porsche,911,Red,6,time-frame,36,819,2017-10-02,"Johnston, Skiles and Nitzsche"
1O4M0Z4S2V4Q8I5O9,MINI,Cooper,Maroon,9,exuding,48,820,2017-06-19,Reynolds LLC
7C9V3I4E9U3I9D0L2,GMC,Savana 3500,Aquamarine,9,human-resource,18,821,2018-02-13,Deckow Inc
1M3V9W2A7T4P3L6C9,Ford,E-Series,Orange,1,moderator,47,822,2017-04-16,Kirlin-Cruickshank
9I6X9E3V4P5Q9T8J5,Ford,F250,Pink,13,Upgradable,11,823,2018-03-19,"Parisian, Beer and Leuschke"
1O7C1V2U6H2G9S3C2,Audi,S8,Maroon,10,fresh-thinking,13,824,2018-02-14,Bartell LLC
4K7I8K5A6B0C6R4Z4,Ford,Aerostar,Turquoise,5,Multi-lateral,44,825,2018-02-27,"Bayer, Buckridge and Veum"
0K9X6W0E7N2M6O8R6,Maserati,Quattroporte,Maroon,8,human-resource,33,826,2017-05-21,"Ferry, DuBuque and Friesen"
1I2K4T4I2H2R1F5Z3,Hyundai,Santa Fe,Blue,1,contingency,48,827,2017-06-01,Bernhard Inc
9A3P8P4I8U5L4Y8B3,Pontiac,Aztek,Maroon,10,system-worthy,28,828,2017-11-15,Dietrich-Nolan
8A0F5R1O3D0J6H8D6,Mitsubishi,Challenger,Aquamarine,9,Synchronised,19,829,2017-06-10,Adams-Lowe
5R5E9Z8A8B5R2L0X9,Dodge,Ram 50,Red,8,stable,23,830,2017-11-16,Ebert-Lang
8H3M1D0S4P0U6J1K6,Hummer,H2 SUV,Pink,3,static,40,831,2017-06-17,Aufderhar-Blanda
9Y3I8T6T9Z3K5K5X6,Dodge,Ram Van B250,Goldenrod,8,foreground,11,832,2017-07-22,Gislason LLC
2F3T3R4N8H3D0A2I2,Plymouth,Grand Voyager,Aquamarine,5,Team-oriented,43,833,2017-10-21,Stokes LLC
2W3P0N8M2H2L0Q8X2,Dodge,Charger,Red,15,heuristic,47,834,2017-11-05,VonRueden Group
2W4M6J4V7M6I2U0D5,Buick,LeSabre,Puce,16,website,14,835,2017-06-22,"Carter, Wehner and Franecki"
8S3N4P3U0H3G7V3C1,Volkswagen,New Beetle,Green,10,homogeneous,12,836,2018-02-28,Ebert LLC
7E0D8L1M6P3U5K0M8,Lexus,GS,Green,1,Integrated,10,837,2017-06-15,Armstrong Group
0L2H2S0R9G3S6J8E4,Chevrolet,Corvette,Indigo,16,responsive,45,838,2017-12-25,"Rippin, Johns and Hermiston"
2Z0Z3P0K2S4W9T1A2,Daewoo,Lanos,Orange,9,strategy,40,839,2018-01-15,"Boyle, Sipes and Gibson"
0W9D8T9W1C7Z6Z1N3,Ford,Mustang,Pink,3,algorithm,33,840,2017-05-11,Fritsch LLC
1Z8E8E0F5P2P0P4Y3,Isuzu,VehiCROSS,Maroon,16,instruction set,14,841,2017-05-24,"Koelpin, Wisozk and Sauer"
8K0I7S7R0S8K9Z4Y3,Porsche,Cayenne,Pink,4,collaboration,15,842,2017-08-25,Pfeffer-Kub
6X0U7Q0C5U3J7U7K1,Acura,NSX,Blue,5,encompassing,23,843,2018-03-11,Corkery Group
6B8S1T4C4Z8Y5J5D9,Volkswagen,rio,Blue,6,knowledge base,49,844,2018-02-08,"Emard, McCullough and Homenick"
9F3W0M0W6O7T4O7G9,Mercedes-Benz,CLS-Class,Green,7,instruction set,11,845,2017-12-11,"Anderson, Schneider and Wuckert"
9J0T8U1C5J9K2S9Y8,Ford,F-Series Super Duty,Green,16,Automated,12,846,2018-02-05,"Christiansen, Dach and Turcotte"
0A2V9K4D6I4O8Q5E7,Dodge,Charger,Mauv,15,intranet,13,847,2017-05-17,Treutel and Sons
0Q8F6N2P2I3T4E7U6,Saturn,Aura,Aquamarine,2,Multi-layered,49,848,2017-12-03,"Harvey, Bartoletti and McDermott"
7D1D9R3E4S6R1B5L4,Buick,Lucerne,Purple,2,Decentralized,33,849,2017-05-09,Hirthe Inc
7Q9O1D4B1D8G4I5T7,Maserati,GranSport,Red,9,Universal,45,850,2017-04-14,Baumbach Group
4U2H3A6W1H6Y9E2Y7,Plymouth,Colt,Crimson,1,Object-based,26,851,2017-08-10,"O'Keefe, Kub and Purdy"
7I7K7M6D5N3K1A5P1,Bentley,Arnage,Yellow,6,impactful,45,852,2017-04-09,"Sanford, Breitenberg and Greenfelder"
9U9F4A4Q1B4Z3D6C0,Mercedes-Benz,S-Class,Purple,15,conglomeration,31,853,2018-02-28,Hettinger-Gusikowski
6E5B6N4N4N8V0Q0L0,Mitsubishi,Tundra,Crimson,6,optimizing,47,854,2018-01-10,Collier Group
9U2T4N2G5C4S2T9R8,Audi,A6,Aquamarine,4,Synchronised,16,855,2017-08-23,Anderson LLC
8K0U1V2C5T5C4V7G6,Maserati,Spyder,Indigo,6,Sharable,45,856,2018-03-03,Robel Group
8A0L0U0C0I6T9B0H4,Chevrolet,Blazer,Mauv,13,Inverse,36,857,2017-08-14,Ratke and Sons
4A2E6E8H9T8Y1N9M7,Toyota,Ipsum,Puce,2,Open-architected,41,858,2017-07-23,Larkin-Lehner
5X8B8L5I0N0B3L2Z1,GMC,Safari,Green,10,4th generation,25,859,2017-08-12,Klein-Ryan
9O4U0E1C8S3B4B7Q7,Toyota,Tundra,Violet,14,Devolved,50,860,2017-08-28,"Gottlieb, Wilkinson and McDermott"
1O7O6X1T2T3H3W6S0,Chevrolet,S10,Indigo,10,migration,46,861,2017-12-21,Breitenberg-McDermott
2T2V2X3F7H4S2R5Q8,Buick,Skylark,Yellow,4,Profit-focused,36,862,2017-11-25,"Powlowski, Kovacek and Prohaska"
9R4G8Z3Y4M5C2H3L3,Ford,Taurus,Aquamarine,15,didactic,32,863,2017-12-03,"Rice, Moore and Smitham"
7Y2Q6H3W0N8J8O5T0,Ford,Econoline E250,Crimson,13,strategy,42,864,2017-08-07,Crist-Breitenberg
9E4H3A1A1U3F1G8O8,Toyota,Sequoia,Fuscia,6,fault-tolerant,22,865,2017-09-09,MacGyver and Sons
3C7T2E4V5G3N8B8Y2,Toyota,Land Cruiser,Red,7,Persistent,41,866,2017-08-14,Schulist and Sons
5N5D6K3I2F4H9G7F7,Toyota,Prius Plug-in,Green,3,infrastructure,14,867,2017-11-21,"Bednar, Hilll and Hand"
1W1R3B4O6X6U3P4C5,Chevrolet,Avalanche,Puce,9,Polarised,13,868,2017-03-30,"O'Connell, Bayer and Heller"
